MovieID,OriginalLanguage,OriginalTitle,EnglishTitle,Budget,Revenue,Homepage,Runtime,ReleaseDate,Genres,CastID,ProductionCompanies,ProductionCountries,SpokenLanguages
22538,en,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,60000000,47664559,http://www.scottpilgrimthemovie.com/,112,2010-07-27,Action|Adventure|Comedy,,Universal Pictures|Marc Platt Productions,US-United States of America|CA-Canada,en-English
44629,en,Animal Kingdom,Animal Kingdom,5000000,1000000,http://www.animalkingdommovie.com/,113,2010-06-03,Drama|Thriller|Crime,,Porchlight Films,AU-Australia,en-English
96108,en,See What I'm Saying: The Deaf Entertainers Documentary,See What I'm Saying: The Deaf Entertainers Documentary,,,http://www.seewhatimsayingmovie.com/,91,2010-03-19,Documentary,,,,
37951,hi,Raajneeti,Raajneeti,,,http://www.raajneeti.net/,167,2010-06-04,Drama|Foreign|Thriller,,UTV Motion Pictures,IN-India,hi-हिन्दी
23759,en,Centurion,Centurion,12000000,6814789,http://www.centurionmovie.com/,97,2010-02-15,Adventure|Action|Drama,,Pathé Pictures International|UK Film Council|Celador Films|Canal+|Warner Bros.|CinéCinéma,FR-France|GB-United Kingdom,en-English|gd-
44737,fr,Bébés,Babies,,,http://babiesthemovie.com/,79,2010-05-07,Documentary,,Studio Canal,FR-France,fr-Français|ja-日本語|mn-
79829,en,For Neda,For Neda,,,http://www.hbo.com/documentaries/for-neda/index.html,67,2010-06-14,Documentary,,,,en-English
44806,en,12th & Delaware,12th & Delaware,,,,90,2010-04-01,Documentary,,,,
43549,en,The Experiment,The Experiment,21800000,,,96,2010-07-15,Thriller|Drama,,Tax Credit Finance|Stage 6 Films|Inferno Entertainment|Cinedigm|Magnet Media Productions|Magnet Media Group|Adelstein-Parouse Productions|Mercator Pictures|Natural Selection|Westeast Films,US-United States of America,en-English
47912,en,Smash His Camera,Smash His Camera,,,http://www.magpictures.com/smashhiscamera/,87,2010-07-30,Documentary,,,US-United States of America,en-English
43593,en,Piranha 3D,Piranha 3D,24000000,83188165,http://www.piranha-3d.com,88,2010-08-20,Comedy|Horror,,The Weinstein Company|Atmosphere Entertainment MM|Chako Film Company|Dimension Films|Intellectual Properties Worldwide|Aja / Levasseur Productions,US-United States of America,en-English
35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,The Extraordinary Adventures of Adèle Blanc-Sec,25000000,34100000,http://www.adeleblancsec-lefilm.com/,105,2010-04-09,Fantasy|Adventure|Action|Mystery,,TF1 Films Productions|Apipoulaï|EuropaCorp,FR-France,fr-Français
44718,en,Get Low,Get Low,7500000,,,103,2010-01-22,Comedy|Drama|Mystery,,K5 International|Zanuck Independent|David Gundlach Productions,US-United States of America,en-English|fr-Français
29538,en,Pyaar Impossible,Pyaar Impossible,,,http://www.yashrajfilms.com/microsites/pyaarimpossible/movie/pyaarimpossible.html,140,2010-01-08,Drama|Comedy|Romance|Foreign,,,IN-India,hi-हिन्दी
42850,en,Children of Invention,Children of Invention,,,,86,2010-08-10,Comedy|Drama|Romance,,,,
31900,fr,Gainsbourg (vie héroïque),Gainsbourg: A Heroic Life,,,,130,2010-01-20,Drama,,France 2 Cinéma|Studio 37|One World Films|Universal Pictures International (UPI)|Lilou Film,FR-France,fr-Français
29159,en,Giallo,Giallo,14000000,,http://giallothemovie.com/,92,2010-03-13,Crime|Horror|Mystery|Thriller,,Hannibal Pictures|Media Films|Footprint Investment Fund|Giallo Production,IT-Italy|ES-Spain|GB-United Kingdom|US-United States of America,en-English|it-Italiano|ja-日本語
42194,en,TEKKEN,TEKKEN,30000000,967000,,92,2010-03-20,Crime|Drama|Action|Thriller|Science Fiction,,Namco|Light Song Films,US-United States of America|JP-Japan|CN-China,ja-日本語|zh-普通话|en-English
37259,en,Blood Into Wine,Blood Into Wine,,,http://www.bloodintowine.com,100,2010-02-19,Documentary,,SemiRebellious Films|Twinkle Cash Company,US-United States of America,en-English
38358,en,The Last Exorcism,The Last Exorcism,1800000,67738090,http://thelastexorcism.com/,87,2010-08-27,Horror|Drama|Thriller,,Strike Entertainment|StudioCanal|Arcade Pictures,US-United States of America|FR-France,en-English
27579,en,The American,The American,20000000,65464324,http://focusfeatures.com/film/the_american/,104,2010-08-31,Crime|Drama|Thriller,,This Is That Productions|Focus Features|Twins Financing|Smokehouse Pictures|Greenlit Rights,GB-United Kingdom|US-United States of America,en-English|it-Italiano
96451,en,If God Is Willing and da Creek Don't Rise,If God Is Willing and da Creek Don't Rise,,,,255,2010-08-23,Documentary,,40 Acres & A Mule Filmworks,US-United States of America,
41210,en,The Switch,The Switch,19000000,49830607,http://theswitch-movie.com/,101,2010-05-11,Comedy|Romance|Drama,,Mandate Pictures|Bona Fide Productions|Echo Films,US-United States of America,en-English
40663,en,Gasland,Gasland,,,http://gaslandthemovie.com/,107,2010-01-24,Documentary,,HBO Documentary Films,US-United States of America,en-English|fr-Français
139433,en,No One Dies in Lily Dale,No One Dies in Lily Dale,,,,90,2011-01-01,Documentary,,Stick Figure Productions,US-United States of America,en-English
103745,fi,Vesku,Vesku,,,,,2010-09-03,Documentary,,,FI-Finland,fi-suomi
23631,en,Machete,Machete,20000000,31327899,http://www.vivamachete.com/,105,2010-09-01,Action|Comedy|Thriller,,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,US-United States of America,en-English|es-Español
41233,en,Step Up 3D,Step Up 3D,30000000,159291809,http://stepupmovie.com/,107,2010-08-04,Drama|Romance,,Summit Entertainment|Touchstone Pictures,US-United States of America,en-English
39240,de,The Truth,The Truth,,,,98,2010-05-20,Thriller,,RBG Films,US-United States of America,en-English
38073,en,Going the Distance,Going the Distance,32000000,42045846,http://going-the-distance.warnerbros.com/,102,2010-09-01,Comedy|Drama|Romance,,New Line Cinema|Offspring Entertainment,US-United States of America,en-English
44222,en,Four Stories of St. Julian,Four Stories of St. Julian,,,,86,2010-08-24,Crime|Thriller,,,,en-English
43642,en,Abandoned,Abandoned,,,http://www.abandonedthemovie.com/,93,2010-08-24,Drama|Mystery|Thriller,,Renegade Pictures,US-United States of America,en-English
55063,en,Still Bill,Still Bill,,,http://stillbillthemovie.com,78,2010-01-27,Documentary|Music,,Late Night and Weekends,US-United States of America,en-English
40264,en,Vampires Suck,Vampires Suck,20000000,80547866,http://www.dancingwerewolves.com/,82,2010-08-18,Horror|Comedy,,Regency Enterprises|Road Rebel,US-United States of America,en-English|es-Español
35791,en,Resident Evil: Afterlife,Resident Evil: Afterlife,60000000,300228084,http://www.sonypictures.com/movies/residentevilafterlife/site/,97,2010-09-09,Action|Adventure|Horror|Science Fiction,,Impact Pictures|Davis-Films|Constantin Film Produktion,DE-Germany|US-United States of America|FR-France|CA-Canada,en-English|es-Español|ja-日本語
35716,en,Preacher's Kid,Preacher's Kid,7000000,,http://www.preacherskidmovie.com/,110,2010-01-29,Drama|Family,,Epidemic Pictures|Warner Premiere|Genera8Xion Entertainment,US-United States of America,en-English|es-Español
37645,fr,L'Immortel,22 Bullets,24000000,,http://www.22bullets.co.uk/,115,2010-03-23,Action|Crime|Thriller,,TF1 Films Production|EuropaCorp,FR-France,en-English|fr-Français
60678,fi,Prinsessa,Prinsessa,,,,,2010-09-09,Drama,,,FI-Finland,fi-suomi|sv-svenska
37799,en,The Social Network,The Social Network,40000000,224920315,http://www.thesocialnetwork-movie.com/,120,2010-09-30,Drama,,Columbia Pictures|Scott Rudin Productions|Relativity Media,US-United States of America,en-English
45162,en,Superman/Batman: Apocalypse,Superman/Batman: Apocalypse,3500000,,http://warnervideo.com/supermanbatmanapocalypse//,78,2010-09-28,Action|Adventure|Animation,,DC Comics|Warner Premiere,US-United States of America,en-English
23168,en,The Town,The Town,37000000,154026136,http://thetownmovie.warnerbros.com/,125,2010-09-15,Crime|Drama|Thriller,,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,US-United States of America,en-English
85819,en,Some Days Are Better Than Others,Some Days Are Better Than Others,,,,93,2011-06-03,Drama,,,US-United States of America,en-English
37735,en,Easy A,Easy A,8000000,74952305,http://letsnotandsaywedid.com/,92,2010-09-10,Comedy,,Screen Gems|Olive Bridge Entertainment,US-United States of America,en-English
38167,en,Eat Pray Love,Eat Pray Love,60000000,204594016,http://www.sonypictures.com/movies/eatpraylove/,133,2010-08-12,Drama,,Columbia Pictures|Red Om Films|Plan B Entertainment,US-United States of America,pt-Português|en-English|it-Italiano
38568,en,Howl,Howl,30000,617000,http://howlthemovie.com/,84,2010-08-26,Drama,,RabbitBandini Productions|Werc Werk Works,US-United States of America,en-English
45778,en,Camp Hell,Camp Hell,3000000,,,99,2010-08-13,Horror|Thriller,,,US-United States of America,en-English
43939,en,I'm Still Here,I'm Still Here,,,http://www.imstillheremovie.com/,107,2010-09-10,Music|Comedy|Drama,,They Are Going To Kill Us Productions,US-United States of America,en-English
43949,en,Flipped,Flipped,14000000,1755212,http://www.warnerbros.com/flipped,89,2010-08-06,Romance|Drama,,Reiner / Greisman Productions,US-United States of America,en-English
44992,en,Hubble 3D,Hubble 3D,,,,44,2010-03-19,Documentary,,Warner Bros.|IMAX Space Ltd.,CA-Canada,en-English
33909,en,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,70000000,134748021,http://www.wallstreetmoneyneversleeps.com/,133,2010-09-02,Drama|Crime,,Twentieth Century Fox Film Corporation|Dune Entertainment|Dune Entertainment III|Edward R. Pressman Film,US-United States of America,en-English
41216,en,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,http://legendoftheguardians.warnerbros.com/,97,2010-07-10,Animation|Adventure|Family|Fantasy,,Village Roadshow Pictures|Warner Bros.|Animal Logic|Cruel and Unusual Films,AU-Australia|US-United States of America,en-English
39691,en,Cats & Dogs 2 : The Revenge of Kitty Galore,Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,112483764,http://catsanddogsmovie.warnerbros.com/,82,2010-07-30,Comedy|Family,,Village Roadshow Pictures,US-United States of America|AU-Australia,en-English|th-ภาษาไทย
72913,en,Amigo,Amigo,1200000,,http://www3.amigomovie.com/,128,2010-07-14,Drama|History|War,,Anarchist's Convention Films,US-United States of America,en-English
40911,zh,艋舺,Monga,,,,140,2010-02-05,Thriller,,,TW-Taiwan,zh-普通话
43923,en,It's Kind of a Funny Story,It's Kind of a Funny Story,8000000,6491240,http://focusfeatures.com/its_kind_of_a_funny_story,101,2010-07-06,Comedy|Drama,,Focus Features,US-United States of America,en-English
159186,en,Just Like Us,Just Like Us,,,,,2011-10-06,,,,,
38961,en,Tamara Drewe,Tamara Drewe,,,,111,2010-07-14,Comedy|Romance,,BBC Films|Ruby Films|UK Film Council|Notting Hill Films|WestEnd Films,GB-United Kingdom,en-English
45077,en,Every Day,Every Day,,18000,http://www.everydaythemovie.com/,93,2010-01-14,Drama|Comedy|Romance,,,US-United States of America,en-English|pl-Polski
46198,en,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,1400000,,http://www.mygirlfriendsboyfriend.com/,84,2010-04-22,Comedy,,fiftyfilms,US-United States of America,en-English
41402,en,Let Me In,Let Me In,20000000,24145613,http://www.letmein-movie.com,116,2010-10-01,Drama|Horror|Mystery,,Hammer Film Productions|EFTI|Exclusive Media Group|Overture Films,GB-United Kingdom|US-United States of America,en-English
45745,en,Sintel,Sintel,550000,,http://durian.blender.org/,14,2010-09-30,Animation|Fantasy,,Blender Foundation,NL-Netherlands,en-English
39486,en,Secretariat,Secretariat,35000000,60251371,http://disney.go.com/disneypictures/secretariat/,123,2010-08-20,Drama,,Walt Disney Pictures|Fast Track Productions|Mayhem Pictures,US-United States of America,en-English
44040,en,Devil,Devil,10000000,33583175,http://www.thenightchronicles.com/devil/,80,2010-01-13,Horror|Mystery|Thriller,,Universal Pictures|Media Rights Capital|Night Chronicles|Relativity Media,US-United States of America,es-Español|en-English|uk-Український
38303,en,You Again,You Again,20000000,32005248,,105,2010-09-24,Comedy|Romance,,Oops Doughnuts Productions|Touchstone Pictures|Frontier Pictures,US-United States of America,en-English
38408,en,Life As We Know It,Life As We Know It,38000000,105610124,,114,2010-10-02,Comedy|Romance|Drama,,Josephson Entertainment|Gold Circle Films,US-United States of America,en-English
42296,en,Catfish,Catfish,30000,3045943,http://www.iamrogue.com/catfish,87,2010-09-17,Documentary,,Hit the Ground Running Films,US-United States of America,en-English
38031,en,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,22000000,,,98,2010-05-23,Comedy|Drama|Romance,,Antena 3 Films,US-United States of America|ES-Spain,en-English
44113,en,Stone,Stone,22000000,9479718,http://www.stonemovie.com/stone.html,105,2010-10-07,Drama,,Stone Productions|Mimran Schur Pictures,US-United States of America,en-English
44639,en,Inside Job,Inside Job,2000000,7871522,http://www.sonyclassics.com/insidejob/,109,2010-10-08,Documentary,,Sony Pictures Classics|Sony Pictures Home Entertainment,US-United States of America,en-English
43933,en,Monsters,Monsters,500000,4242978,http://www.monstersfilm.com/,94,2010-06-18,Drama|Thriller|Science Fiction,,Vertigo Entertainment,GB-United Kingdom,es-Español|en-English
41994,en,David Cross: Bigger and Blackerer,David Cross: Bigger and Blackerer,,,,90,2010-05-25,Comedy,,Sub Pop Records|Field Recordings,US-United States of America,en-English
45094,en,Conviction,Conviction,12500000,6732980,http://www.foxsearchlight.com/conviction/,107,2010-09-11,Drama,,Oceana Media Finance|Pantheon Entertainment Corporation|Innocence Productions|Prescience|Omega Entertainment|Longfellow Pictures,US-United States of America,en-English
70695,en,Dirty Girl,Dirty Girl,4000000,55125,http://www.dirtygirlmovie.com/,90,2010-09-12,Drama|Comedy,,iDeal Partners Film Fund,US-United States of America,en-English
98115,en,Harmony and Me,Harmony and Me,,,,75,2010-01-15,Comedy|Romance,,,,
42188,en,Never Let Me Go,Never Let Me Go,15000000,9455232,http://www.foxsearchlight.com/neverletmego/,104,2010-09-15,Drama|Romance|Science Fiction,,Fox Searchlight Pictures|DNA Films|Film4,GB-United Kingdom|US-United States of America,en-English
41201,fr,L'illusionniste,The Illusionist,18000000,5602431,http://www.sonyclassics.com/theillusionist/,80,2010-02-16,Animation|Drama,,Sony Pictures Classics|Django Film|Pathé Films|Canal+|CinéCinéma,FR-France|GB-United Kingdom,fr-Français|gd-|en-English
39933,en,Toe to Toe,Toe to Toe,,,,104,2010-02-26,Drama|Romance,,Offhollywood Digital|Susie Q Productions|Toe to Toe Film Productions|Pureland Pictures,US-United States of America,en-English
46812,en,Lost Boys: The Thirst,Lost Boys: The Thirst,4400000,,,81,2010-05-12,Action|Adventure|Comedy,,ApolloMovie Beteiligungs|Thunder Road Pictures|Hollywood Media Bridge|Film Afrika Worldwide,ZA-South Africa|US-United States of America,en-English|pl-Polski|es-Español
46837,en,Kaboom,Kaboom,,539957,,86,2010-08-22,Science Fiction|Comedy|Mystery,,Wild Bunch|Desperate Pictures|Super Crispy Entertainment,FR-France|US-United States of America,en-English
75341,en,Budrus,Budrus,,,http://www.justvision.org/budrus,70,2010-10-08,Documentary|Foreign,,Just Vision Films,PS-Palestinian Territory|IL-Israel,ar-العربية|he-עִבְרִית|en-English
44549,hi,PEEPLI [Live],PEEPLI [Live],2270000,6900000,http://www.peeplilivethefilm.com/,104,2010-08-13,Drama|Comedy,,,IN-India,hi-हिन्दी|en-English
45649,en,Rubber,Rubber,500000,98017,http://www.rubberfilm.com/,85,2010-07-09,Comedy|Drama|Fantasy|Horror|Mystery,,Canal+|Backup Films|Arte France|Arte France Cinéma|Elle Driver|1.85 Films|Realitism Films|Sindika Dokolo,FR-France|AO-Angola,en-English
39681,en,Les 7 jours du talion,Seven Days,,,http://www.patricksenecal.net/scenarios_talion.html,105,2010-06-22,Drama|Horror|Thriller,,Go Films,CA-Canada,fr-Français
41505,en,Shelter,Shelter,22000000,851517,,112,2010-03-27,Horror|Mystery|Thriller,,NALA Films|IM Global|Maraci/Edelstein Films|Shelter Productions,US-United States of America,en-English
40048,en,In My Sleep,In My Sleep,,,http://www.inmysleep.com,90,2010-04-23,Thriller|Mystery,,,US-United States of America,en-English
16290,en,Jackass 3D,Jackass 3D,20000000,117224271,,94,2010-10-15,Comedy|Documentary|Action,,MTV Films,US-United States of America|RO-Romania,ro-Română|en-English
39312,en,Restrepo,Restrepo,,1422910,http://restrepothemovie.com/,93,2010-06-25,Documentary|War,,Outpost Productions,US-United States of America,en-English
42307,en,Road Train,Road Train,,,,90,2010-05-28,Horror|Thriller|Science Fiction,,Screen Australia|Fulcrum Media Finance|ProdigyMovies,AU-Australia,en-English|tr-Türkçe
